BLZ;Institutsname;BIC
79065028;VR-Bank Bad Kissingen;GENODEF1BRK
79065160;RB Marktheidenfeld -alt-;GENODEF1MHF
79066082;Raiffeisenbank Altertheim;GENODEF1AHE
79069001;Raiffbk Volkach-Wiesentheid;GENODEF1WED
79069010;VR-Bank Schweinfurt;GENODEF1ATE
79069031;Raiffbk Bütthard-Gaukönigsh;GENODEF1BHD
79069090;Raiffbk Ulsenheim-Gollh-alt;GENODEF1GOU
79069145;Raiffbk Kreuzw-Hasl -alt-;GENODEF1KRW
79069150;Raiffbk Main-Spessart;GENODEF1GEM
79069165;Genobank Rhön-Grabfeld;GENODEF1MLV
79069181;Raiffeisenbank Nüdlingen;GENODEF1NDL
79069188;Raiffeisenbank im Grabfeld;GENODEF1SLZ
79069213;Raiffeisenbank Maßbach;GENODEF1RNM
79069271;Raiffbk Thüngersheim -alt-;GENODEF1THH
79070016;Deutsche Bank Würzburg;DEUTDEMM790
79070024;Deutsche Bank PGK Würzburg;DEUTDEDB790
79080052;Commerzbank Würzburg;DRESDEFF790
79080085;Commerzbank ITGK1 Würzbrg;DRESDEFFJ28
79090000;VR-Bank Würzburg;GENODEF1WU1
79090624;apoBank Würzburg;DAAEDED1024
79161058;Raiffbk Fränkisches Weinla;GENODEF1ERN
79161499;Raiffbk Kitzinger Land;GENODEF1OBR
79190000;VR Bank Kitzingen;GENODEF1KT1
79320075;UniCredit Bank-HypoVereinbk;HYVEDEMM451
79330111;FLESSABANK Schweinfurt;FLESDEMMXXX
79340054;Commerzbank Schweinfurt;COBADEFFXXX
79350000;Städt.Spk Schweinfurt -alt-;BYLADEM1SSW
79350101;Sparkasse Schweinfurt;BYLADEM1KSW
79351010;Spk Bad Kissingen;BYLADEM1KIS
79351730;Spk Ostunterfranken;BYLADEM1HAS
79353090;Spk Bad Neustadt a d Saale;BYLADEM1NES
79362081;VR-Bank Gerolzhofen;GENODEF1GZH
79363016;VR-Bank Rhön-Grabfeld;GENODEF1NDT
79363151;Raiff-VB Haßberge;GENODEF1HAS
79364069;Raiffbk Frankenwinheim uU;GENODEF1FWH
79364406;VR-Bk Schweinfurt Ld -alt-;GENODEF1BGF
79380051;Commerzbank Schweinfurt;DRESDEFF793
79510111;SEB Aschaffenburg;ESSEDE5F795
79520070;UniCredit Bank-HypoVereinbk;HYVEDEMM407
79540049;Commerzbank Aschaffenburg;COBADEFFXXX
79550000;Spk Aschaffenburg Alzenau;BYLADEM1ASA
79561348;Raiffbk Bachgau -alt-;GENODEF1BAG
79562514;Raiffbk Aschaffenburg;GENODEF1AB1
79565568;Raiffeisenbank Waldaschaff;GENODEF1WAA
79566545;Raiffbk Heimbuchenthal-alt-;GENODEF1HTH
79567531;VR-Bank;GENODEF1ALZ
79568518;Raiffbk Haibach-Obernau;GENODEF1HAC
79570024;Deutsche Bank PGK Aschaffen;DEUTDEDB795
79570051;Deutsche Bank Aschaffenburg;DEUTDEFF795
79580099;Commerzbank Aschaffenburg;DRESDEFF795
79589402;Commerzbank ITGK Aschaff.;DRESDEFFI47
79590000;Volksbank Aschaffenburg;GENODEF1AB2
79650000;Spk Miltenberg-Obernburg;BYLADEM1MIL
79662558;Raiffbk Schöllkrippen -alt-;GENODEF1SKP
79665540;Raiffbk Elsavatal;GENODEF1EAU
79666548;Raiffbk Großostheim-Obernbg;GENODEF1OBE
79668509;Raiffbk Eichenbühl u U;GENODEF1ENB
79690000;Raiff-VB Miltenberg;GENODEF1MIL
80020086;UniCredit Bank-HypoVereinbk;HYVEDEMM440
80020087;UniCredit Bank-HypoVereinbk;HYVEDEMM462
80040000;Commerzbank Halle;COBADEFFXXX
80050500;Kr Spk Mersebg-Querfurt alt;NOLADE21MQU
80053000;Spk Burgenlandkreis;NOLADE21BLK
80053572;St Spk Dessau;NOLADE21DES
80053622;Kr Spk Köthen -alt-;NOLADE21KOT
80053722;Kr Spk Anhalt-Bitterfeld;NOLADE21BTF
80053762;Saalesparkasse Halle;NOLADE21HAL
80054000;Kr Spk Weißenfels;NOLADE21WSF
80055008;Sparkasse Mansfeld-Südharz;NOLADE21EIL
80055500;Salzlandsparkasse Staßfurt;NOLADE21SES
80062608;Volksbank Elsterland;GENODEF1JE1
80063508;Harzer Volksbank;GENODEF1QLB
80063558;Volksbank Sangerhausen;GENODEF1SGH
80063598;Volksbank Wittenberg;GENODEF1WB1
80063628;Volksbank Köthen;GENODEF1KOE
80063648;Volks-Raiffbk Saale-Unstrut;GENODEF1NMB
80063678;VR-Bank Zeitz;GENODEF1ZTZ
80063718;V- u Raiffbk Eisleben;GENODEF1EIL
80080000;Commerzbank Halle;DRESDEFF800
80093574;Volksbank Dessau-Anhalt;GENODEF1DS1
80093784;VB Halle, Saale;GENODEF1HAL
80550101;Sparkasse Wittenberg;NOLADE21WBL
80550200;Kr Spk Anhalt-Zerbst -alt-;NOLADE21ZER
81000000;BBk Magdeburg;MARKDEF1810
81010111;SEB Magdeburg;ESSEDE5F810
81020500;Bank für Sozialwirtschaft;BFSWDE33MAG
81040000;Commerzbank Magdeburg;COBADEFFXXX
81050555;Kreissparkasse Stendal;NOLADE21SDL
81052000;Harzsparkasse;NOLADE21HRZ
81053272;St Spk Magdeburg;NOLADE21MDG
81054000;Sparkasse Jerichower Land;NOLADE21JEL
81055000;Kreissparkasse Börde;NOLADE21HDL
81055555;Spk Altmark West Salzwedel;NOLADE21SAW
81063028;Raiffbk Kalbe-Bismark;GENODEF1KAB
81063238;VB Jerichower Land;GENODEF1BRG
81068106;KD-Bank Magdeburg;GENODED1KDM
81069052;Volksbank Börde-Bernburg;GENODEF1WZL
81070000;Deutsche Bank Magdeburg;DEUTDE8MXXX
81070024;Deutsche Bank PGK Magdeburg;DEUTDEDBMAG
81080000;Commerzbank Magdeburg;DRESDEFF810
81093034;Volksbank Gardelegen;GENODEF1GA1
81093044;VB Osterbg-Lüchow-Dannenbg;GENODEF1OBG
81093054;Volksbank Stendal;GENODEF1SDL
81093274;VB Magdeburg;GENODEF1MD1
82000000;BBk Erfurt;MARKDEF1820
82010111;SEB Erfurt;ESSEDE5F820
82020086;UniCredit Bank-HypoVereinbk;HYVEDEMM498
82020087;UniCredit Bank-HypoVereinbk;HYVEDEMM098
82020088;UniCredit Bank-HypoVereinbk;HYVEDEMM824
82040000;Commerzbank Erfurt;COBADEFFXXX
82040085;Commerzbank Gf WK, Erfurt;COBADEFFXXX
82050000;Ld Bk Hess-Thür Gz Erfurt;HELADEFF820
82051000;Spk Mittelthüringen;HELADEF1WEM
82052020;Kr Spk Gotha;HELADEF1GTH
82054052;Kr Spk Nordhausen;HELADEF1NOR
82055000;Kyffhäuser Spk Sondershsn;HELADEF1KYF
82056060;Sparkasse Unstrut-Hainich;HELADEF1MUE
82057070;Kr Spk Eichsfeld;HELADEF1EIC
82060197;Pax-Bank Erfurt;GENODED1PA5
82060800;EKK Eisenach -alt-;GENODEF1EK7
82064038;VR Bank Westthüringen;GENODEF1MU2
82064088;VB u Raiffbk Eisenach;GENODEF1ESA
82064168;Raiffeisenbank Gotha;GENODEF1GTH
82064188;VR Bank Weimar;GENODEF1WE1
82064228;Erfurter Bank;ERFBDE8EXXX
82070000;Deutsche Bank Erfurt;DEUTDE8EXXX
82070024;Deutsche Bank PGK Erfurt;DEUTDEDBERF
82080000;Commerzbank Weimar;DRESDEFF827
82094004;Volksbank Heiligenstadt;GENODEF1HIG
82094054;Nordthüringer Volksbank;GENODEF1NDS
83020086;UniCredit Bank-HypoVereinbk;HYVEDEMM468
83020087;UniCredit Bank-HypoVereinbk;HYVEDEMM463
83020088;UniCredit Bank-HypoVereinbk;HYVEDEMM484
83040000;Commerzbank Gera;COBADEFFXXX
83050000;Spk Gera-Greiz;HELADEF1GER
83050200;Spk Altenburger Land;HELADEF1ALT
83050303;Kr Spk Saalfeld-Rudolstadt;HELADEF1SAR
83050505;Kr Spk Saale-Orla;HELADEF1SOK
83053030;Spk Jena-Saale-Holzland;HELADEF1JEN
83064488;Raiffbk-VB Hermsdorf;GENODEF1HMF
83064568;Geraer Bank;GENODEF1GEV
83065408;VR-Bank ABG-Land / Skatbank;GENODEF1SLR
83065410;Dt Skatbank Zndl VR Bank;GENODEF1ALT
83080000;Commerzbank Gera;DRESDEFF830
83094444;Raiff-VB Saale-Orla;GENODEF1PN1
83094454;Volksbank Saaletal;GENODEF1RUJ
83094494;Volksbank Eisenberg;GENODEF1ESN
83094495;EthikBank Zndl Vb Eisenberg;GENODEF1ETK
84020087;UniCredit Bank-HypoVereinbk;HYVEDEMM458
84030111;Flessabank Meiningen;FLESDEMMXXX
84040000;Commerzbank Meiningen;COBADEFFXXX
84050000;Rhön-Rennsteig-Sparkasse;HELADEF1RRS
84051010;Sparkasse Arnstadt-Ilmenau;HELADEF1ILK
84054040;Kr Spk Hildburghausen;HELADEF1HIL
84054722;Sparkasse Sonneberg;HELADEF1SON
84055050;Wartburg-Sparkasse;HELADEF1WAK
84064798;Genobank Rhön-Grabfeld;GENODEF1MLF
84069065;Raiffeisenbank Schleusingen;GENODEF1SSG
84080000;Commerzbank Meiningen;DRESDEFF843
84094754;VR-Bank Bad Salzungen;GENODEF1SAL
84094814;VR Bank Südthüringen;GENODEF1SHL
85000000;BBk Leipzig eh Dresden;MARKDEF1850
85010500;Sächsische Aufbaubank;SABDDE81XXX
85020086;UniCredit Bank-HypoVereinbk;HYVEDEMM496
85020500;Bank für Sozialwirtschaft;BFSWDE33DRE
85040000;Commerzbank Dresden;COBADEFFXXX
85040060;Commerzbank CC Dresden;COBADEFFXXX
85040061;Commerzbank CC Dresden;COBADEFFXXX
85050100;Spk Oberlausitz-Niederschl.;WELADED1GRL
85050200;Kr Spk Riesa-Großenhain alt;SOLADES1RGA
85050300;Ostsächsische Spk Dresden;OSDDDE81XXX
85050350;Ostsächsische Spk OSD.Net;OSDDDE81NET
85055000;Spk Meißen;SOLADES1MEI
85060000;VB Pirna;GENODEF1PR2
85065028;Raiffbk Neustadt Sachs -alt;GENODEF1SEB
85080000;Commerzbank Dresden;DRESDEFF850
85080085;Commerzbank ITGK1 Dresden;DRESDEFFJ29
85080086;Commerzbank ITGK2 Dresden;DRESDEFFJ30
85080200;Commerzbank Hoyerswerda;DRESDEFF857
85089270;Commerzbank ITGK Dresden;DRESDEFFI15
85090000;Dresdner VB Raiffbk;GENODEF1DRS
85094984;Volksbank Riesa;GENODEF1RIE
85095004;VB Raiffbk Meißen Großenh;GENODEF1MEI
85095164;LKG Dresden -alt-;GENODEF1LKG
85550000;Kreissparkasse Bautzen;SOLADES1BAT
85590000;Volksbank Bautzen;GENODEF1BZV
85590100;VB Löbau-Zittau;GENODEF1NGS
85591000;VB Raiffbk Niederschlesien;GENODEF1GR1
86000000;BBk Leipzig;MARKDEF1860
86010090;Postbank Leipzig;PBNKDEFFXXX
86010111;SEB Leipzig;ESSEDE5F860
86010424;Aareal Bank;AARBDE5W860
86020086;UniCredit Bank-HypoVereinbk;HYVEDEMM495
86020500;Bank für Sozialwirtschaft;BFSWDE33LPZ
86033300;Santander Bank Leipzig;SCFBDE33XXX
86040000;Commerzbank Leipzig;COBADEFFXXX
86040060;Commerzbank CC Leipzig;COBADEFFXXX
86040061;Commerzbank CC Leipzig;COBADEFFXXX
86050000;ZV LBBW Leipzig;SOLADEST861
86050200;Spk Muldental;SOLADES1GRM
86050600;Kr Spk Torgau-Oschatz -alt-;WELADED1TGU
86055002;Spk Delitzsch-Eilenburg-alt;SOLADES1DES
86055462;Kr Spk Döbeln;SOLADES1DLN
86055592;St u Kr Spk Leipzig;WELADE8LXXX
86065448;VR Bank Leipziger Land;GENODEF1BOA
86065468;VR-Bank Mittelsachsen;GENODEF1DL1
86065483;Raiffeisenbank Grimma;GENODEF1GMR
86069070;Raiffeisenbank Torgau;GENODEF1TGB
86070000;Deutsche Bank Leipzig;DEUTDE8LXXX
86070024;Deutsche Bank PGK Leipzig;DEUTDEDBLEG
86080000;Commerzbank Leipzig;DRESDEFF860
86080055;Commerzbank Zw 55 Leipzig;DRESDEFF862
86080057;Commerzbank ZW 57 Leipzig;DRESDEFF867
86080085;Commerzbank ITGK1 Leipzig;DRESDEFFJ31
86080086;Commerzbank ITGK2 Leipzig;DRESDEFFJ32
86089280;Commerzbank ITGK Leipzig;DRESDEFFI16
86095484;VR-Bank Muldental Grimma;GENODEF1GMV
86095554;Volksbank Delitzsch;GENODEF1DZ1
86095604;Leipziger Volksbank;GENODEF1LVB
87000000;BBk Chemnitz;MARKDEF1870
87020086;UniCredit Bank-HypoVereinbk;HYVEDEMM497
87020087;UniCredit Bank-HypoVereinbk;HYVEDEMM481
87020088;UniCredit Bank-HypoVereinbk;HYVEDEMM441
87040000;Commerzbank Chemnitz;COBADEFFXXX
87050000;Sparkasse Chemnitz;CHEKDE81XXX
87051000;Spk Mittelsachsen;WELADED1MTW
87052000;Spk Mittelsachsen;WELADED1FGX
87053000;Spk Mittleres Erzgebg -alt-;SOLADES1SME
87054000;Erzgebirgssparkasse;WELADED1STB
87055000;Sparkasse Zwickau;WELADED1ZWI
87056000;Kr Spk Aue-Schwarzenbg -alt;WELADED1AUS
87058000;Sparkasse Vogtland;WELADED1PLX
87065893;VB Erzgebirge -alt-;GENODEF1AUE
87065918;Raiffbk Werdau-Zwickau -alt;GENODEF1LGH
87069075;VB Mittl Erzgebirge;GENODEF1MBG
87069077;Ver Raiffbk Burgstädt;GENODEF1BST
87070000;Deutsche Bank Chemnitz;DEUTDE8CXXX
87070024;Deutsche Bank PGK Chemnitz;DEUTDEDBCHE
87080000;Commerzbank Chemnitz;DRESDEFF870
87095824;Volksbank Vogtland;GENODEF1PL1
87095899;VB Vogtland GAA;GENODEF1EXT
87095934;Volksbank Zwickau;GENODEF1Z01
87095974;VB-RB Glauchau;GENODEF1GC1
87096034;VB Erzgebirge -alt-;GENODEF1ANA
87096074;Freiberger Bank -alt-;GENODEF1FBV
87096124;Volksbank Mittweida;GENODEF1MIW
87096214;Volksbank Chemnitz;GENODEF1CH1
94059421;*** SI Testinstitut 421;
94059541;*** SI Testinstitut 541;
